"Título de trazado: ASA_01_SO_01"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 22034869, SEN S/N: 22034869)","Temp, °F (LGR S/N: 22034869, SEN S/N: 22034869)","Pres abs Barom., psi (LGR S/N: 21981564, SEN S/N: 21981564)","Profundidad de sensor, pies (LGR S/N: 22034869)","Acoplador separado (LGR S/N: 22034869)","Acoplador adjunto (LGR S/N: 22034869)","Host conectado (LGR S/N: 22034869)","Final de archivo (LGR S/N: 22034869)"
2554,10/07/25 07:30:00 AM,8.3404,39.947,8.3292,0.026,,,,
2555,10/07/25 07:35:00 AM,8.3404,39.947,8.3327,0.018,,,,
2556,10/07/25 07:40:00 AM,8.3404,39.947,8.3318,0.020,,,,
2557,10/07/25 07:45:00 AM,8.3427,39.947,8.3352,0.017,,,,
2558,10/07/25 07:50:00 AM,8.3427,39.947,8.3359,0.016,,,,
2559,10/07/25 07:55:00 AM,8.3427,39.947,8.3363,0.015,,,,
2560,10/07/25 08:00:00 AM,8.3427,39.947,8.3343,0.019,,,,
2561,10/07/25 08:05:00 AM,8.3427,39.947,8.3372,0.013,,,,
2562,10/07/25 08:10:00 AM,8.3433,40.134,8.3366,0.015,,,,
2563,10/07/25 08:15:00 AM,8.3433,40.134,8.3368,0.015,,,,
2564,10/07/25 08:20:00 AM,8.3458,40.134,8.3387,0.016,,,,
2565,10/07/25 08:25:00 AM,8.3458,40.134,8.3397,0.014,,,,
2566,10/07/25 08:30:00 AM,8.3481,40.134,8.3405,0.017,,,,
2567,10/07/25 08:35:00 AM,8.3458,40.134,8.3373,0.019,,,,
2568,10/07/25 08:40:00 AM,8.3458,40.134,8.3400,0.013,,,,
2569,10/07/25 08:45:00 AM,8.3458,40.134,8.3382,0.017,,,,
2570,10/07/25 08:50:00 AM,8.3433,40.134,8.3375,0.013,,,,
2571,10/07/25 08:55:00 AM,8.3433,40.134,8.3401,0.007,,,,
2572,10/07/25 09:00:00 AM,8.3458,40.134,8.3384,0.017,,,,
2573,10/07/25 09:05:00 AM,8.3433,40.134,8.3392,0.009,,,,
2574,10/07/25 09:10:00 AM,8.3458,40.134,8.3369,0.020,,,,
2575,10/07/25 09:15:00 AM,8.3481,40.134,8.3385,0.022,,,,
2576,10/07/25 09:20:00 AM,8.3458,40.134,8.3394,0.015,,,,
2577,10/07/25 09:25:00 AM,8.3433,40.134,8.3403,0.007,,,,
2578,10/07/25 09:30:00 AM,8.3433,40.134,8.3413,0.005,,,,
2579,10/07/25 09:35:00 AM,8.3463,40.321,8.3388,0.017,,,,
2580,10/07/25 09:40:00 AM,8.3463,40.321,8.3413,0.012,,,,
2581,10/07/25 09:45:00 AM,8.3463,40.321,8.3379,0.019,,,,
2582,10/07/25 09:50:00 AM,8.3463,40.321,8.3405,0.013,,,,
2583,10/07/25 09:55:00 AM,8.3463,40.321,8.3405,0.013,,,,
2584,10/07/25 10:00:00 AM,8.3463,40.321,8.3414,0.011,,,,
2585,10/07/25 10:05:00 AM,8.3463,40.321,8.3405,0.013,,,,
2586,10/07/25 10:10:00 AM,8.3463,40.321,8.3397,0.015,,,,
2587,10/07/25 10:15:00 AM,8.3487,40.321,8.3405,0.019,,,,
2588,10/07/25 10:20:00 AM,8.3463,40.321,8.3413,0.012,,,,
2589,10/07/25 10:25:00 AM,8.3463,40.321,8.3413,0.012,,,,
2590,10/07/25 10:30:00 AM,8.3463,40.321,8.3411,0.012,,,,
2591,10/07/25 10:35:00 AM,8.3440,40.321,8.3410,0.007,,,,
2592,10/07/25 10:40:00 AM,8.3463,40.321,8.3401,0.014,,,,
2593,10/07/25 10:45:00 AM,8.3463,40.321,8.3375,0.020,,,,
2594,10/07/25 10:50:00 AM,8.3463,40.321,8.3392,0.016,,,,
2595,10/07/25 10:55:00 AM,8.3463,40.321,8.3408,0.013,,,,
2596,10/07/25 11:00:00 AM,8.3463,40.321,8.3359,0.024,,,,
2597,10/07/25 11:05:00 AM,8.3463,40.321,8.3369,0.022,,,,
2598,10/07/25 11:10:00 AM,8.3440,40.321,8.3369,0.016,,,,
2599,10/07/25 11:15:00 AM,8.3440,40.321,8.3371,0.016,,,,
2600,10/07/25 11:20:00 AM,8.3487,40.321,8.3388,0.023,,,,
2601,10/07/25 11:25:00 AM,8.3463,40.321,8.3389,0.017,,,,
2602,10/07/25 11:30:00 AM,8.3440,40.321,8.3389,0.012,,,,
2603,10/07/25 11:35:00 AM,8.3463,40.321,8.3382,0.019,,,,
2604,10/07/25 11:40:00 AM,8.3463,40.321,8.3400,0.015,,,,
2605,10/07/25 11:45:00 AM,8.3440,40.321,8.3358,0.019,,,,
2606,10/07/25 11:50:00 AM,8.3440,40.321,8.3375,0.015,,,,
2607,10/07/25 11:55:00 AM,8.3417,40.321,8.3375,0.010,,,,
2608,10/07/25 12:00:00 PM,8.3417,40.321,8.3366,0.012,,,,
2609,10/07/25 12:05:00 PM,8.3423,40.509,8.3349,0.017,,,,
2610,10/07/25 12:10:00 PM,8.3423,40.509,8.3324,0.023,,,,
2611,10/07/25 12:15:00 PM,8.3400,40.509,8.3298,0.023,,,,
2612,10/07/25 12:20:00 PM,8.3400,40.509,8.3323,0.018,,,,
2613,10/07/25 12:25:00 PM,8.3400,40.509,8.3340,0.014,,,,
2614,10/07/25 12:30:00 PM,8.3400,40.509,8.3323,0.018,,,,
2615,10/07/25 12:35:00 PM,8.3400,40.509,8.3340,0.014,,,,
2616,10/07/25 12:40:00 PM,8.3400,40.509,8.3323,0.018,,,,
2617,10/07/25 12:45:00 PM,8.3376,40.509,8.3315,0.014,,,,
2618,10/07/25 12:50:00 PM,8.3353,40.509,8.3307,0.011,,,,
2619,10/07/25 12:55:00 PM,8.3376,40.509,8.3282,0.022,,,,
2620,10/07/25 01:00:00 PM,8.3376,40.509,8.3291,0.020,,,,
2621,10/07/25 01:05:00 PM,8.3353,40.509,8.3282,0.016,,,,
2622,10/07/25 01:10:00 PM,8.3353,40.509,8.3256,0.022,,,,
2623,10/07/25 01:15:00 PM,8.3353,40.509,8.3249,0.024,,,,
2624,10/07/25 01:20:00 PM,8.3353,40.509,8.3247,0.024,,,,
2625,10/07/25 01:25:00 PM,8.3330,40.509,8.3256,0.017,,,,
2626,10/07/25 01:30:00 PM,8.3330,40.509,8.3221,0.025,,,,
2627,10/07/25 01:35:00 PM,8.3353,40.509,8.3237,0.027,,,,
2628,10/07/25 01:40:00 PM,8.3330,40.509,8.3237,0.021,,,,
2629,10/07/25 01:45:00 PM,8.3330,40.509,8.3244,0.020,,,,
2630,10/07/25 01:50:00 PM,8.3307,40.509,8.3236,0.016,,,,
2631,10/07/25 01:55:00 PM,8.3330,40.509,8.3244,0.020,,,,
2632,10/07/25 02:00:00 PM,8.3307,40.509,8.3227,0.018,,,,
2633,10/07/25 02:05:00 PM,8.3314,40.696,8.3260,0.012,,,,
2634,10/07/25 02:10:00 PM,8.3314,40.696,8.3236,0.018,,,,
2635,10/07/25 02:15:00 PM,8.3314,40.696,8.3227,0.020,,,,
2636,10/07/25 02:20:00 PM,8.3314,40.696,8.3227,0.020,,,,
2637,10/07/25 02:25:00 PM,8.3314,40.696,8.3236,0.018,,,,
2638,10/07/25 02:30:00 PM,8.3291,40.696,8.3211,0.018,,,,
2639,10/07/25 02:35:00 PM,8.3291,40.696,8.3213,0.018,,,,
2640,10/07/25 02:40:00 PM,8.3291,40.696,8.3230,0.014,,,,
2641,10/07/25 02:45:00 PM,8.3291,40.696,8.3247,0.010,,,,
2642,10/07/25 02:50:00 PM,8.3314,40.696,8.3197,0.027,,,,
2643,10/07/25 02:55:00 PM,8.3291,40.696,8.3198,0.021,,,,
2644,10/07/25 03:00:00 PM,8.3291,40.696,8.3231,0.014,,,,
2645,10/07/25 03:05:00 PM,8.3314,40.696,8.3214,0.023,,,,
2646,10/07/25 03:10:00 PM,8.3291,40.696,8.3198,0.021,,,,
2647,10/07/25 03:15:00 PM,8.3291,40.696,8.3207,0.019,,,,
2648,10/07/25 03:20:00 PM,8.3268,40.696,8.3189,0.018,,,,
2649,10/07/25 03:25:00 PM,8.3268,40.696,8.3189,0.018,,,,
2650,10/07/25 03:30:00 PM,8.3268,40.696,8.3189,0.018,,,,
2651,10/07/25 03:35:00 PM,8.3291,40.696,8.3139,0.035,,,,
2652,10/07/25 03:40:00 PM,8.3244,40.696,8.3146,0.023,,,,
2653,10/07/25 03:45:00 PM,8.3244,40.696,8.3144,0.023,,,,
2654,10/07/25 03:50:00 PM,8.3244,40.696,8.3160,0.019,,,,
2655,10/07/25 03:55:00 PM,8.3268,40.696,8.3176,0.021,,,,
2656,10/07/25 04:00:00 PM,8.3268,40.696,8.3150,0.027,,,,
2657,10/07/25 04:05:00 PM,8.3244,40.696,8.3166,0.018,,,,
2658,10/07/25 04:10:00 PM,8.3268,40.696,8.3165,0.024,,,,
2659,10/07/25 04:15:00 PM,8.3244,40.696,8.3153,0.021,,,,
2660,10/07/25 04:20:00 PM,8.3268,40.696,8.3143,0.029,,,,
2661,10/07/25 04:25:00 PM,8.3268,40.696,8.3124,0.033,,,,
2662,10/07/25 04:30:00 PM,8.3268,40.696,8.3112,0.036,,,,
2663,10/07/25 04:35:00 PM,8.3244,40.696,8.3111,0.031,,,,
2664,10/07/25 04:40:00 PM,8.3291,40.696,8.3149,0.033,,,,
2665,10/07/25 04:45:00 PM,8.3284,40.509,8.3137,0.034,,,,
2666,10/07/25 04:50:00 PM,8.3307,40.509,8.3157,0.034,,,,
2667,10/07/25 04:55:00 PM,8.3260,40.509,8.3170,0.021,,,,
2668,10/07/25 05:00:00 PM,8.3307,40.509,8.3157,0.034,,,,
2669,10/07/25 05:05:00 PM,8.3284,40.509,8.3121,0.037,,,,
2670,10/07/25 05:10:00 PM,8.3284,40.509,8.3117,0.038,,,,
2671,10/07/25 05:15:00 PM,8.3284,40.509,8.3120,0.038,,,,
2672,10/07/25 05:20:00 PM,8.3307,40.509,8.3123,0.042,,,,
2673,10/07/25 05:25:00 PM,8.3307,40.509,8.3141,0.038,,,,
2674,10/07/25 05:30:00 PM,8.3307,40.509,8.3110,0.045,,,,
2675,10/07/25 05:35:00 PM,8.3330,40.509,8.3111,0.051,,,,
2676,10/07/25 05:40:00 PM,8.3330,40.509,8.3146,0.042,,,,
2677,10/07/25 05:45:00 PM,8.3330,40.509,8.3124,0.048,,,,
2678,10/07/25 05:50:00 PM,8.3353,40.509,8.3134,0.051,,,,
2679,10/07/25 05:55:00 PM,8.3330,40.509,8.3112,0.050,,,,
2680,10/07/25 06:00:00 PM,8.3353,40.509,8.3107,0.057,,,,
2681,10/07/25 06:05:00 PM,8.3353,40.509,8.3134,0.051,,,,
2682,10/07/25 06:10:00 PM,8.3376,40.509,8.3107,0.062,,,,
2683,10/07/25 06:15:00 PM,8.3376,40.509,8.3117,0.060,,,,
2684,10/07/25 06:20:00 PM,8.3376,40.509,8.3139,0.055,,,,
2685,10/07/25 06:25:00 PM,8.3400,40.509,8.3111,0.067,,,,
2686,10/07/25 06:30:00 PM,8.3400,40.509,8.3121,0.064,,,,
2687,10/07/25 06:35:00 PM,8.3400,40.509,8.3121,0.064,,,,
2688,10/07/25 06:40:00 PM,8.3400,40.509,8.3125,0.063,,,,
2689,10/07/25 06:45:00 PM,8.3394,40.321,8.3147,0.057,,,,
2690,10/07/25 06:50:00 PM,8.3417,40.321,8.3131,0.066,,,,
2691,10/07/25 06:55:00 PM,8.3394,40.321,8.3136,0.060,,,,
2692,10/07/25 07:00:00 PM,8.3417,40.321,8.3124,0.068,,,,
2693,10/07/25 07:05:00 PM,8.3417,40.321,8.3173,0.056,,,,
2694,10/07/25 07:10:00 PM,8.3440,40.321,8.3146,0.068,,,,
2695,10/07/25 07:15:00 PM,8.3440,40.321,8.3162,0.064,,,,
2696,10/07/25 07:20:00 PM,8.3440,40.321,8.3150,0.067,,,,
2697,10/07/25 07:25:00 PM,8.3440,40.321,8.3183,0.059,,,,
2698,10/07/25 07:30:00 PM,8.3440,40.321,8.3154,0.066,,,,
2699,10/07/25 07:35:00 PM,8.3463,40.321,8.3192,0.063,,,,
2700,10/07/25 07:40:00 PM,8.3440,40.321,8.3176,0.061,,,,
2701,10/07/25 07:45:00 PM,8.3440,40.321,8.3181,0.060,,,,
2702,10/07/25 07:50:00 PM,8.3463,40.321,8.3185,0.064,,,,
2703,10/07/25 07:55:00 PM,8.3487,40.321,8.3185,0.070,,,,
2704,10/07/25 08:00:00 PM,8.3487,40.321,8.3189,0.069,,,,
2705,10/07/25 08:05:00 PM,8.3487,40.321,8.3207,0.065,,,,
2706,10/07/25 08:10:00 PM,8.3487,40.321,8.3194,0.068,,,,
2707,10/07/25 08:15:00 PM,8.3487,40.321,8.3199,0.066,,,,
2708,10/07/25 08:20:00 PM,8.3510,40.321,8.3182,0.076,,,,
2709,10/07/25 08:25:00 PM,8.3487,40.321,8.3204,0.065,,,,
2710,10/07/25 08:30:00 PM,8.3487,40.321,8.3220,0.062,,,,
2711,10/07/25 08:35:00 PM,8.3510,40.321,8.3220,0.067,,,,
2712,10/07/25 08:40:00 PM,8.3533,40.321,8.3237,0.068,,,,
2713,10/07/25 08:45:00 PM,8.3533,40.321,8.3242,0.067,,,,
2714,10/07/25 08:50:00 PM,8.3533,40.321,8.3224,0.071,,,,
2715,10/07/25 08:55:00 PM,8.3533,40.321,8.3224,0.071,,,,
2716,10/07/25 09:00:00 PM,8.3556,40.321,8.3257,0.069,,,,
2717,10/07/25 09:05:00 PM,8.3556,40.321,8.3244,0.072,,,,
2718,10/07/25 09:10:00 PM,8.3556,40.321,8.3228,0.076,,,,
2719,10/07/25 09:15:00 PM,8.3556,40.321,8.3244,0.072,,,,
2720,10/07/25 09:20:00 PM,8.3533,40.321,8.3228,0.070,,,,
2721,10/07/25 09:25:00 PM,8.3510,40.321,8.3249,0.060,,,,
2722,10/07/25 09:30:00 PM,8.3556,40.321,8.3215,0.079,,,,
2723,10/07/25 09:35:00 PM,8.3533,40.321,8.3215,0.073,,,,
2724,10/07/25 09:40:00 PM,8.3533,40.321,8.3215,0.073,,,,
2725,10/07/25 09:45:00 PM,8.3533,40.321,8.3204,0.076,,,,
2726,10/07/25 09:50:00 PM,8.3533,40.321,8.3220,0.072,,,,
2727,10/07/25 09:55:00 PM,8.3487,40.321,8.3220,0.062,,,,
2728,10/07/25 10:00:00 PM,8.3510,40.321,8.3186,0.075,,,,
2729,10/07/25 10:05:00 PM,8.3510,40.321,8.3207,0.070,,,,
2730,10/07/25 10:10:00 PM,8.3510,40.321,8.3191,0.074,,,,
2731,10/07/25 10:15:00 PM,8.3510,40.321,8.3191,0.074,,,,
2732,10/07/25 10:20:00 PM,8.3510,40.321,8.3191,0.074,,,,
2733,10/07/25 10:25:00 PM,8.3510,40.321,8.3178,0.077,,,,
2734,10/07/25 10:30:00 PM,8.3510,40.321,8.3195,0.073,,,,
2735,10/07/25 10:35:00 PM,8.3487,40.321,8.3178,0.071,,,,
2736,10/07/25 10:40:00 PM,8.3487,40.321,8.3149,0.078,,,,
2737,10/07/25 10:45:00 PM,8.3481,40.134,8.3165,0.073,,,,
2738,10/07/25 10:50:00 PM,8.3458,40.134,8.3169,0.067,,,,
2739,10/07/25 10:55:00 PM,8.3481,40.134,8.3153,0.076,,,,
2740,10/07/25 11:00:00 PM,8.3458,40.134,8.3156,0.070,,,,
2741,10/07/25 11:05:00 PM,8.3458,40.134,8.3173,0.066,,,,
2742,10/07/25 11:10:00 PM,8.3481,40.134,8.3143,0.078,,,,
2743,10/07/25 11:15:00 PM,8.3458,40.134,8.3160,0.069,,,,
2744,10/07/25 11:20:00 PM,8.3458,40.134,8.3160,0.069,,,,
2745,10/07/25 11:25:00 PM,8.3458,40.134,8.3143,0.073,,,,
2746,10/07/25 11:30:00 PM,8.3433,40.134,8.3143,0.067,,,,
2747,10/07/25 11:35:00 PM,8.3433,40.134,8.3114,0.074,,,,
2748,10/07/25 11:40:00 PM,8.3433,40.134,8.3114,0.074,,,,
2749,10/07/25 11:45:00 PM,8.3433,40.134,8.3147,0.066,,,,
2750,10/07/25 11:50:00 PM,8.3410,40.134,8.3131,0.064,,,,
2751,10/07/25 11:55:00 PM,8.3410,40.134,8.3131,0.064,,,,
2752,10/08/25 12:00:00 AM,8.3433,40.134,8.3134,0.069,,,,
2753,10/08/25 12:05:00 AM,8.3410,40.134,8.3118,0.067,,,,
2754,10/08/25 12:10:00 AM,8.3387,40.134,8.3118,0.062,,,,
2755,10/08/25 12:15:00 AM,8.3410,40.134,8.3118,0.067,,,,
2756,10/08/25 12:20:00 AM,8.3410,40.134,8.3101,0.071,,,,
2757,10/08/25 12:25:00 AM,8.3387,40.134,8.3101,0.066,,,,
2758,10/08/25 12:30:00 AM,8.3410,40.134,8.3101,0.071,,,,
2759,10/08/25 12:35:00 AM,8.3410,40.134,8.3118,0.067,,,,
2760,10/08/25 12:40:00 AM,8.3410,40.134,8.3085,0.075,,,,
2761,10/08/25 12:45:00 AM,8.3387,40.134,8.3081,0.071,,,,
2762,10/08/25 12:50:00 AM,8.3387,40.134,8.3081,0.071,,,,
2763,10/08/25 12:55:00 AM,8.3410,40.134,8.3081,0.076,,,,
2764,10/08/25 01:00:00 AM,8.3387,40.134,8.3098,0.067,,,,
2765,10/08/25 01:05:00 AM,8.3363,40.134,8.3047,0.073,,,,
2766,10/08/25 01:10:00 AM,8.3363,40.134,8.3047,0.073,,,,
2767,10/08/25 01:15:00 AM,8.3340,40.134,8.3065,0.064,,,,
2768,10/08/25 01:20:00 AM,8.3363,40.134,8.3047,0.073,,,,
2769,10/08/25 01:25:00 AM,8.3340,40.134,8.3031,0.071,,,,
2770,10/08/25 01:30:00 AM,8.3340,40.134,8.3031,0.071,,,,
2771,10/08/25 01:35:00 AM,8.3340,40.134,8.3014,0.075,,,,
2772,10/08/25 01:40:00 AM,8.3340,40.134,8.3014,0.075,,,,
2773,10/08/25 01:45:00 AM,8.3340,40.134,8.3014,0.075,,,,
2774,10/08/25 01:50:00 AM,8.3340,40.134,8.3014,0.075,,,,
2775,10/08/25 01:55:00 AM,8.3317,40.134,8.3014,0.070,,,,
2776,10/08/25 02:00:00 AM,8.3317,40.134,8.3014,0.070,,,,
2777,10/08/25 02:05:00 AM,8.3340,40.134,8.3014,0.075,,,,
2778,10/08/25 02:10:00 AM,8.3340,40.134,8.2998,0.079,,,,
2779,10/08/25 02:15:00 AM,8.3340,40.134,8.2998,0.079,,,,
2780,10/08/25 02:20:00 AM,8.3340,40.134,8.2980,0.083,,,,
2781,10/08/25 02:25:00 AM,8.3317,40.134,8.2963,0.082,,,,
2782,10/08/25 02:30:00 AM,8.3317,40.134,8.2963,0.082,,,,
2783,10/08/25 02:35:00 AM,8.3340,40.134,8.2998,0.079,,,,
2784,10/08/25 02:40:00 AM,8.3317,40.134,8.2980,0.078,,,,
2785,10/08/25 02:45:00 AM,8.3340,40.134,8.2980,0.083,,,,
2786,10/08/25 02:50:00 AM,8.3317,40.134,8.2951,0.084,,,,
2787,10/08/25 02:55:00 AM,8.3317,40.134,8.2985,0.077,,,,
2788,10/08/25 03:00:00 AM,8.3317,40.134,8.2985,0.077,,,,
2789,10/08/25 03:05:00 AM,8.3317,40.134,8.2951,0.084,,,,
2790,10/08/25 03:10:00 AM,8.3340,40.134,8.2967,0.086,,,,
2791,10/08/25 03:15:00 AM,8.3294,40.134,8.2988,0.071,,,,
2792,10/08/25 03:20:00 AM,8.3317,40.134,8.2954,0.084,,,,
2793,10/08/25 03:25:00 AM,8.3294,40.134,8.2972,0.074,,,,
2794,10/08/25 03:30:00 AM,8.3317,40.134,8.2941,0.087,,,,
2795,10/08/25 03:35:00 AM,8.3294,40.134,8.2941,0.081,,,,
2796,10/08/25 03:40:00 AM,8.3271,40.134,8.2944,0.075,,,,
2797,10/08/25 03:45:00 AM,8.3294,40.134,8.2944,0.081,,,,
2798,10/08/25 03:50:00 AM,8.3317,40.134,8.2944,0.086,,,,
2799,10/08/25 03:55:00 AM,8.3317,40.134,8.2949,0.085,,,,
2800,10/08/25 04:00:00 AM,8.3317,40.134,8.2949,0.085,,,,
2801,10/08/25 04:05:00 AM,8.3317,40.134,8.2964,0.081,,,,
2802,10/08/25 04:10:00 AM,8.3340,40.134,8.2931,0.094,,,,
2803,10/08/25 04:15:00 AM,8.3317,40.134,8.2964,0.081,,,,
2804,10/08/25 04:20:00 AM,8.3340,40.134,8.2982,0.083,,,,
2805,10/08/25 04:25:00 AM,8.3340,40.134,8.2951,0.090,,,,
2806,10/08/25 04:30:00 AM,8.3317,40.134,8.2969,0.080,,,,
2807,10/08/25 04:35:00 AM,8.3340,40.134,8.2969,0.086,,,,
2808,10/08/25 04:40:00 AM,8.3340,40.134,8.2969,0.086,,,,
2809,10/08/25 04:45:00 AM,8.3340,40.134,8.2969,0.086,,,,
2810,10/08/25 04:50:00 AM,8.3317,40.134,8.2951,0.084,,,,
2811,10/08/25 04:55:00 AM,8.3340,40.134,8.2985,0.082,,,,
2812,10/08/25 05:00:00 AM,8.3340,40.134,8.2985,0.082,,,,
2813,10/08/25 05:05:00 AM,8.3317,40.134,8.2985,0.077,,,,
2814,10/08/25 05:10:00 AM,8.3340,40.134,8.2969,0.086,,,,
2815,10/08/25 05:15:00 AM,8.3363,40.134,8.2969,0.091,,,,
2816,10/08/25 05:20:00 AM,8.3340,40.134,8.2988,0.081,,,,
2817,10/08/25 05:25:00 AM,8.3334,39.947,8.2988,0.080,,,,
2818,10/08/25 05:30:00 AM,8.3334,39.947,8.3005,0.076,,,,
2819,10/08/25 05:35:00 AM,8.3358,39.947,8.2992,0.084,,,,
2820,10/08/25 05:40:00 AM,8.3358,39.947,8.3008,0.081,,,,
2821,10/08/25 05:45:00 AM,8.3334,39.947,8.2995,0.078,,,,
2822,10/08/25 05:50:00 AM,8.3358,39.947,8.3028,0.076,,,,
2823,10/08/25 05:55:00 AM,8.3358,39.947,8.3011,0.080,,,,
2824,10/08/25 06:00:00 AM,8.3358,39.947,8.3011,0.080,,,,
2825,10/08/25 06:05:00 AM,8.3334,39.947,8.3028,0.071,,,,
2826,10/08/25 06:10:00 AM,8.3381,39.947,8.3011,0.085,,,,
2827,10/08/25 06:15:00 AM,8.3358,39.947,8.3044,0.072,,,,
2828,10/08/25 06:20:00 AM,8.3381,39.947,8.3028,0.081,,,,
2829,10/08/25 06:25:00 AM,8.3381,39.947,8.3025,0.082,,,,
2830,10/08/25 06:30:00 AM,8.3404,39.947,8.3052,0.081,,,,
2831,10/08/25 06:35:00 AM,8.3404,39.947,8.3059,0.080,,,,
2832,10/08/25 06:40:00 AM,8.3404,39.947,8.3098,0.071,,,,
2833,10/08/25 06:45:00 AM,8.3427,39.947,8.3115,0.072,,,,
2834,10/08/25 06:50:00 AM,8.3404,39.947,8.3128,0.064,,,,
2835,10/08/25 06:55:00 AM,8.3427,39.947,8.3173,0.059,,,,
2836,10/08/25 07:00:00 AM,8.3427,39.947,8.3150,0.064,,,,
2837,10/08/25 07:05:00 AM,8.3450,39.947,8.3231,0.051,,,,
2838,10/08/25 07:10:00 AM,8.3450,39.947,8.3223,0.053,,,,
2839,10/08/25 07:15:00 AM,8.3474,39.947,8.3263,0.049,,,,
2840,10/08/25 07:20:00 AM,8.3427,39.947,8.3252,0.040,,,,
2841,10/08/25 07:25:00 AM,8.3427,39.947,8.3273,0.035,,,,
2842,10/08/25 07:30:00 AM,8.3427,39.947,8.3266,0.037,,,,
2843,10/08/25 07:35:00 AM,8.3458,40.134,8.3308,0.034,,,,
2844,10/08/25 07:40:00 AM,8.3458,40.134,8.3301,0.036,,,,
2845,10/08/25 07:45:00 AM,8.3458,40.134,8.3308,0.034,,,,
2846,10/08/25 07:50:00 AM,8.3458,40.134,8.3365,0.021,,,,
2847,10/08/25 07:55:00 AM,8.3458,40.134,8.3329,0.030,,,,
2848,10/08/25 08:00:00 AM,8.3458,40.134,8.3349,0.025,,,,
2849,10/08/25 08:05:00 AM,8.3458,40.134,8.3359,0.023,,,,
2850,10/08/25 08:10:00 AM,8.3458,40.134,8.3344,0.026,,,,
2851,10/08/25 08:15:00 AM,8.3481,40.134,8.3373,0.025,,,,
2852,10/08/25 08:20:00 AM,8.3481,40.134,8.3376,0.024,,,,
2853,10/08/25 08:25:00 AM,8.3481,40.134,8.3388,0.021,,,,
2854,10/08/25 08:30:00 AM,8.3481,40.134,8.3417,0.015,,,,
2855,10/08/25 08:35:00 AM,8.3481,40.134,8.3394,0.020,,,,
2856,10/08/25 08:40:00 AM,8.3481,40.134,8.3405,0.017,,,,
2857,10/08/25 08:45:00 AM,8.3510,40.321,8.3407,0.024,,,,
2858,10/08/25 08:50:00 AM,8.3510,40.321,8.3426,0.019,,,,
2859,10/08/25 08:55:00 AM,8.3510,40.321,8.3401,0.025,,,,
2860,10/08/25 09:00:00 AM,8.3510,40.321,8.3418,0.021,,,,
2861,10/08/25 09:05:00 AM,8.3487,40.321,8.3437,0.011,,,,
2862,10/08/25 09:10:00 AM,8.3487,40.321,8.3421,0.015,,,,
2863,10/08/25 09:15:00 AM,8.3487,40.321,8.3413,0.017,,,,
2864,10/08/25 09:20:00 AM,8.3463,40.321,8.3430,0.008,,,,
2865,10/08/25 09:25:00 AM,8.3487,40.321,8.3432,0.013,,,,
2866,10/08/25 09:30:00 AM,8.3487,40.321,8.3432,0.013,,,,
2867,10/08/25 09:35:00 AM,8.3510,40.321,8.3424,0.020,,,,
2868,10/08/25 09:40:00 AM,8.3510,40.321,8.3442,0.016,,,,
2869,10/08/25 09:45:00 AM,8.3463,40.321,8.3433,0.007,,,,
2870,10/08/25 09:50:00 AM,8.3487,40.321,8.3442,0.010,,,,
2871,10/08/25 09:55:00 AM,8.3487,40.321,8.3416,0.016,,,,
2872,10/08/25 10:00:00 AM,8.3463,40.321,8.3416,0.011,,,,
2873,10/08/25 10:05:00 AM,8.3463,40.321,8.3442,0.005,,,,
2874,10/08/25 10:10:00 AM,8.3446,40.509,8.3408,0.009,,,,
2875,10/08/25 10:15:00 AM,8.3494,40.509,8.3424,0.016,,,,
2876,10/08/25 10:20:00 AM,8.3494,40.509,8.3408,0.020,,,,
2877,10/08/25 10:25:00 AM,8.3471,40.509,8.3400,0.016,,,,
2878,10/08/25 10:30:00 AM,8.3471,40.509,8.3417,0.012,,,,
2879,10/08/25 10:35:00 AM,8.3471,40.509,8.3391,0.018,,,,
2880,10/08/25 10:40:00 AM,8.3471,40.509,8.3400,0.016,,,,
2881,10/08/25 10:45:00 AM,8.3494,40.509,8.3382,0.026,,,,
2882,10/08/25 10:50:00 AM,8.3494,40.509,8.3416,0.018,,,,
2883,10/08/25 10:55:00 AM,8.3471,40.509,8.3382,0.020,,,,
2884,10/08/25 11:00:00 AM,8.3471,40.509,8.3391,0.018,,,,
2885,10/08/25 11:05:00 AM,8.3471,40.509,8.3358,0.026,,,,
2886,10/08/25 11:10:00 AM,8.3471,40.509,8.3349,0.028,,,,
2887,10/08/25 11:15:00 AM,8.3446,40.509,8.3366,0.018,,,,
2888,10/08/25 11:20:00 AM,8.3423,40.509,8.3349,0.017,,,,
2889,10/08/25 11:25:00 AM,8.3423,40.509,8.3340,0.019,,,,
2890,10/08/25 11:30:00 AM,8.3423,40.509,8.3349,0.017,,,,
2891,10/08/25 11:35:00 AM,8.3423,40.509,8.3366,0.013,,,,
2892,10/08/25 11:40:00 AM,8.3400,40.509,8.3324,0.017,,,,
2893,10/08/25 11:45:00 AM,8.3400,40.509,8.3333,0.015,,,,
2894,10/08/25 11:50:00 AM,8.3400,40.509,8.3298,0.023,,,,
2895,10/08/25 11:55:00 AM,8.3400,40.509,8.3282,0.027,,,,
2896,10/08/25 12:00:00 PM,8.3400,40.509,8.3282,0.027,,,,
