"Título de trazado: P02"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 22003743, SEN S/N: 22003743)","Lluvia, mm (LGR S/N: 22003743, SEN S/N: 22003743)","Total acumulativo: Lluvia, mm (LGR S/N: 22003743)","Host conectado (LGR S/N: 22003743)","Acoplador separado (LGR S/N: 22003743)","Batería mala (LGR S/N: 22003743)","Acoplador adjunto (LGR S/N: 22003743)","Final de archivo (LGR S/N: 22003743)"
4481,09/06/25 12:48:30 AM,-1.341,,,,,,,
4482,09/06/25 12:53:30 AM,-1.341,,,,,,,
4483,09/06/25 12:58:30 AM,-1.341,,,,,,,
4484,09/06/25 01:03:30 AM,-1.228,,,,,,,
4485,09/06/25 01:08:30 AM,-1.228,,,,,,,
4486,09/06/25 01:13:30 AM,-1.114,,,,,,,
4487,09/06/25 01:18:30 AM,-1.228,,,,,,,
4488,09/06/25 01:23:30 AM,-1.341,,,,,,,
4489,09/06/25 01:28:30 AM,-1.456,,,,,,,
4490,09/06/25 01:33:30 AM,-1.570,,,,,,,
4491,09/06/25 01:38:30 AM,-1.684,,,,,,,
4492,09/06/25 01:43:30 AM,-1.684,,,,,,,
4493,09/06/25 01:48:30 AM,-1.684,,,,,,,
4494,09/06/25 01:53:30 AM,-1.684,,,,,,,
4495,09/06/25 01:58:30 AM,-1.914,,,,,,,
4496,09/06/25 02:03:30 AM,-2.030,,,,,,,
4497,09/06/25 02:08:30 AM,-2.145,,,,,,,
4498,09/06/25 02:13:30 AM,-2.261,,,,,,,
4499,09/06/25 02:18:30 AM,-2.145,,,,,,,
4500,09/06/25 02:23:30 AM,-2.145,,,,,,,
4501,09/06/25 02:28:30 AM,-2.261,,,,,,,
4502,09/06/25 02:33:30 AM,-2.377,,,,,,,
4503,09/06/25 02:38:30 AM,-2.494,,,,,,,
4504,09/06/25 02:43:30 AM,-2.610,,,,,,,
4505,09/06/25 02:48:30 AM,-2.610,,,,,,,
4506,09/06/25 02:53:30 AM,-2.610,,,,,,,
4507,09/06/25 02:58:30 AM,-2.261,,,,,,,
4508,09/06/25 03:03:30 AM,-2.145,,,,,,,
4509,09/06/25 03:08:30 AM,-1.914,,,,,,,
4510,09/06/25 03:13:30 AM,-1.914,,,,,,,
4511,09/06/25 03:18:30 AM,-1.914,,,,,,,
4512,09/06/25 03:23:30 AM,-1.914,,,,,,,
4513,09/06/25 03:28:30 AM,-2.030,,,,,,,
4514,09/06/25 03:33:30 AM,-2.145,,,,,,,
4515,09/06/25 03:38:30 AM,-2.145,,,,,,,
4516,09/06/25 03:43:30 AM,-2.145,,,,,,,
4517,09/06/25 03:48:30 AM,-2.030,,,,,,,
4518,09/06/25 03:53:30 AM,-2.030,,,,,,,
4519,09/06/25 03:58:30 AM,-1.914,,,,,,,
4520,09/06/25 04:03:30 AM,-1.799,,,,,,,
4521,09/06/25 04:08:30 AM,-1.684,,,,,,,
4522,09/06/25 04:13:30 AM,-1.570,,,,,,,
4523,09/06/25 04:18:30 AM,-1.341,,,,,,,
4524,09/06/25 04:23:30 AM,-1.114,,,,,,,
4525,09/06/25 04:28:30 AM,-0.887,,,,,,,
4526,09/06/25 04:33:30 AM,-0.774,,,,,,,
4527,09/06/25 04:38:30 AM,-0.774,,,,,,,
4528,09/06/25 04:43:30 AM,-0.774,,,,,,,
4529,09/06/25 04:48:30 AM,-0.887,,,,,,,
4530,09/06/25 04:53:30 AM,-0.887,,,,,,,
4531,09/06/25 04:58:30 AM,-0.774,,,,,,,
4532,09/06/25 05:03:30 AM,-0.662,,,,,,,
4533,09/06/25 05:08:30 AM,-0.662,,,,,,,
4534,09/06/25 05:13:30 AM,-0.662,,,,,,,
4535,09/06/25 05:18:30 AM,-0.662,,,,,,,
4536,09/06/25 05:23:30 AM,-0.662,,,,,,,
4537,09/06/25 05:28:30 AM,-0.774,,,,,,,
4538,09/06/25 05:33:30 AM,-1.001,,,,,,,
4539,09/06/25 05:38:30 AM,-1.114,,,,,,,
4540,09/06/25 05:43:30 AM,-1.228,,,,,,,
4541,09/06/25 05:48:30 AM,-1.456,,,,,,,
4542,09/06/25 05:53:30 AM,-1.570,,,,,,,
4543,09/06/25 05:58:30 AM,-1.684,,,,,,,
4544,09/06/25 06:03:30 AM,-1.799,,,,,,,
4545,09/06/25 06:08:30 AM,-1.799,,,,,,,
4546,09/06/25 06:13:30 AM,-1.684,,,,,,,
4547,09/06/25 06:18:30 AM,-1.684,,,,,,,
4548,09/06/25 06:23:30 AM,-1.914,,,,,,,
4549,09/06/25 06:28:30 AM,-1.914,,,,,,,
4550,09/06/25 06:33:30 AM,-1.799,,,,,,,
4551,09/06/25 06:38:30 AM,-1.570,,,,,,,
4552,09/06/25 06:43:30 AM,-1.341,,,,,,,
4553,09/06/25 06:48:30 AM,-0.887,,,,,,,
4554,09/06/25 06:53:30 AM,-0.325,,,,,,,
4555,09/06/25 06:58:30 AM,0.121,,,,,,,
4556,09/06/25 07:03:30 AM,0.232,,,,,,,
4557,09/06/25 07:08:30 AM,0.453,,,,,,,
4558,09/06/25 07:13:30 AM,0.784,,,,,,,
4559,09/06/25 07:18:30 AM,1.003,,,,,,,
4560,09/06/25 07:23:30 AM,1.330,,,,,,,
4561,09/06/25 07:28:30 AM,1.764,,,,,,,
4562,09/06/25 07:33:30 AM,2.195,,,,,,,
4563,09/06/25 07:38:30 AM,2.624,,,,,,,
4564,09/06/25 07:43:30 AM,2.837,,,,,,,
4565,09/06/25 07:48:30 AM,2.943,,,,,,,
4566,09/06/25 07:53:30 AM,3.049,,,,,,,
4567,09/06/25 07:58:30 AM,3.049,,,,,,,
4568,09/06/25 08:03:30 AM,3.155,,,,,,,
4569,09/06/25 08:08:30 AM,3.367,,,,,,,
4570,09/06/25 08:13:30 AM,3.683,,,,,,,
4571,09/06/25 08:18:30 AM,3.998,,,,,,,
4572,09/06/25 08:23:30 AM,4.311,,,,,,,
4573,09/06/25 08:28:30 AM,4.727,,,,,,,
4574,09/06/25 08:33:30 AM,5.037,,,,,,,
4575,09/06/25 08:38:30 AM,5.244,,,,,,,
4576,09/06/25 08:43:30 AM,5.347,,,,,,,
4577,09/06/25 08:48:30 AM,5.450,,,,,,,
4578,09/06/25 08:53:30 AM,5.552,,,,,,,
4579,09/06/25 08:58:30 AM,5.347,,,,,,,
4580,09/06/25 09:03:30 AM,5.450,,,,,,,
4581,09/06/25 09:08:30 AM,5.860,,,,,,,
4582,09/06/25 09:13:30 AM,5.860,,,,,,,
4583,09/06/25 09:18:30 AM,5.141,,,,,,,
4584,09/06/25 09:23:30 AM,4.727,,,,,,,
4585,09/06/25 09:28:30 AM,5.141,,,,,,,
4586,09/06/25 09:33:30 AM,5.347,,,,,,,
4587,09/06/25 09:38:30 AM,5.141,,,,,,,
4588,09/06/25 09:43:30 AM,5.141,,,,,,,
4589,09/06/25 09:48:30 AM,4.934,,,,,,,
4590,09/06/25 09:53:30 AM,5.037,,,,,,,
4591,09/06/25 09:58:30 AM,5.347,,,,,,,
4592,09/06/25 10:03:30 AM,5.552,,,,,,,
4593,09/06/25 10:08:30 AM,5.655,,,,,,,
4594,09/06/25 10:13:30 AM,5.655,,,,,,,
4595,09/06/25 10:18:30 AM,5.962,,,,,,,
4596,09/06/25 10:23:30 AM,6.166,,,,,,,
4597,09/06/25 10:28:30 AM,6.573,,,,,,,
4598,09/06/25 10:33:30 AM,6.877,,,,,,,
4599,09/06/25 10:38:30 AM,7.582,,,,,,,
4600,09/06/25 10:43:30 AM,7.481,,,,,,,
4601,09/06/25 10:48:30 AM,7.983,,,,,,,
4602,09/06/25 10:53:30 AM,7.582,,,,,,,
4603,09/06/25 10:58:30 AM,7.381,,,,,,,
4604,09/06/25 11:03:30 AM,7.381,,,,,,,
4605,09/06/25 11:08:30 AM,7.079,,,,,,,
4606,09/06/25 11:13:30 AM,6.674,,,,,,,
4607,09/06/25 11:18:30 AM,6.877,,,,,,,
4608,09/06/25 11:23:30 AM,7.582,,,,,,,
4609,09/06/25 11:28:30 AM,8.282,,,,,,,
4610,09/06/25 11:33:30 AM,8.680,,,,,,,
4611,09/06/25 11:38:30 AM,8.978,,,,,,,
4612,09/06/25 11:43:30 AM,9.176,,,,,,,
4613,09/06/25 11:48:30 AM,8.779,,,,,,,
4614,09/06/25 11:53:30 AM,8.481,,,,,,,
4615,09/06/25 11:58:30 AM,8.382,,,,,,,
4616,09/06/25 12:03:30 PM,8.282,,,,,,,
4617,09/06/25 12:08:30 PM,7.983,,,,,,,
4618,09/06/25 12:13:30 PM,7.179,,,,,,,
4619,09/06/25 12:18:30 PM,7.079,,,,,,,
4620,09/06/25 12:23:30 PM,6.877,,,,,,,
4621,09/06/25 12:28:30 PM,6.877,,,,,,,
4622,09/06/25 12:33:30 PM,6.674,,,,,,,
4623,09/06/25 12:38:30 PM,6.370,,,,,,,
4624,09/06/25 12:43:30 PM,5.962,,,,,,,
4625,09/06/25 12:48:30 PM,5.860,,,,,,,
4626,09/06/25 12:53:30 PM,5.655,,,,,,,
4627,09/06/25 12:58:30 PM,5.860,,,,,,,
4628,09/06/25 01:03:30 PM,6.166,,,,,,,
4629,09/06/25 01:08:30 PM,6.370,,,,,,,
4630,09/06/25 01:13:30 PM,6.674,,,,,,,
4631,09/06/25 01:18:30 PM,6.978,,,,,,,
4632,09/06/25 01:23:30 PM,7.179,,,,,,,
4633,09/06/25 01:28:30 PM,7.481,,,,,,,
4634,09/06/25 01:33:30 PM,7.481,,,,,,,
4635,09/06/25 01:38:30 PM,7.682,,,,,,,
4636,09/06/25 01:43:30 PM,7.481,,,,,,,
4637,09/06/25 01:48:30 PM,7.179,,,,,,,
4638,09/06/25 01:53:30 PM,6.573,,,,,,,
4639,09/06/25 01:58:30 PM,6.370,,,,,,,
4640,09/06/25 02:03:30 PM,6.064,,,,,,,
4641,09/06/25 02:08:30 PM,5.655,,,,,,,
4642,09/06/25 02:13:30 PM,5.347,,,,,,,
4643,09/06/25 02:18:30 PM,5.244,,,,,,,
4644,09/06/25 02:23:30 PM,5.141,,,,,,,
4645,09/06/25 02:28:30 PM,5.141,,,,,,,
4646,09/06/25 02:33:30 PM,5.141,,,,,,,
4647,09/06/25 02:38:30 PM,4.934,,,,,,,
4648,09/06/25 02:43:30 PM,4.831,,,,,,,
4649,09/06/25 02:48:30 PM,4.727,,,,,,,
4650,09/06/25 02:53:30 PM,4.623,,,,,,,
4651,09/06/25 02:58:30 PM,4.519,,,,,,,
4652,09/06/25 03:03:30 PM,4.727,,,,,,,
4653,09/06/25 03:08:30 PM,4.727,,,,,,,
4654,09/06/25 03:13:30 PM,4.623,,,,,,,
4655,09/06/25 03:18:30 PM,4.727,,,,,,,
4656,09/06/25 03:23:30 PM,4.934,,,,,,,
4657,09/06/25 03:28:30 PM,5.037,,,,,,,
4658,09/06/25 03:33:30 PM,4.934,,,,,,,
4659,09/06/25 03:38:30 PM,4.519,,,,,,,
4660,09/06/25 03:43:30 PM,3.998,,,,,,,
4661,09/06/25 03:48:30 PM,3.683,,,,,,,
4662,09/06/25 03:53:30 PM,3.367,,,,,,,
4663,09/06/25 03:58:30 PM,3.367,,,,,,,
4664,09/06/25 04:03:30 PM,3.578,,,,,,,
4665,09/06/25 04:08:30 PM,3.472,,,,,,,
4666,09/06/25 04:13:30 PM,3.049,,,,,,,
4667,09/06/25 04:18:30 PM,2.730,,,,,,,
4668,09/06/25 04:23:30 PM,2.410,,,,,,,
4669,09/06/25 04:28:30 PM,2.088,,,,,,,
4670,09/06/25 04:33:30 PM,1.656,,,,,,,
4671,09/06/25 04:38:30 PM,1.221,,,,,,,
4672,09/06/25 04:43:30 PM,0.893,,,,,,,
4673,09/06/25 04:48:30 PM,0.563,,,,,,,
4674,09/06/25 04:53:30 PM,0.121,,,,,,,
4675,09/06/25 04:58:30 PM,-0.437,,,,,,,
4676,09/06/25 05:03:30 PM,-0.887,,,,,,,
4677,09/06/25 05:08:30 PM,-1.228,,,,,,,
4678,09/06/25 05:13:30 PM,-1.456,,,,,,,
4679,09/06/25 05:18:30 PM,-1.570,,,,,,,
4680,09/06/25 05:23:30 PM,-1.570,,,,,,,
4681,09/06/25 05:28:30 PM,-1.456,,,,,,,
4682,09/06/25 05:33:30 PM,-1.341,,,,,,,
4683,09/06/25 05:38:30 PM,-1.341,,,,,,,
4684,09/06/25 05:43:30 PM,-1.456,,,,,,,
4685,09/06/25 05:48:30 PM,-1.456,,,,,,,
4686,09/06/25 05:53:30 PM,-1.570,,,,,,,
4687,09/06/25 05:58:30 PM,-1.684,,,,,,,
4688,09/06/25 06:03:30 PM,-1.799,,,,,,,
4689,09/06/25 06:08:30 PM,-1.799,,,,,,,
4690,09/06/25 06:13:30 PM,-1.914,,,,,,,
4691,09/06/25 06:18:30 PM,-1.914,,,,,,,
4692,09/06/25 06:23:30 PM,-1.914,,,,,,,
4693,09/06/25 06:28:30 PM,-1.914,,,,,,,
4694,09/06/25 06:33:30 PM,-1.914,,,,,,,
4695,09/06/25 06:38:30 PM,-1.914,,,,,,,
4696,09/06/25 06:43:30 PM,-1.914,,,,,,,
4697,09/06/25 06:48:30 PM,-1.799,,,,,,,
4698,09/06/25 06:53:30 PM,-1.799,,,,,,,
4699,09/06/25 06:58:30 PM,-1.684,,,,,,,
4700,09/06/25 07:03:30 PM,-1.570,,,,,,,
4701,09/06/25 07:08:30 PM,-1.456,,,,,,,
4702,09/06/25 07:13:30 PM,-1.456,,,,,,,
4703,09/06/25 07:18:30 PM,-1.456,,,,,,,
4704,09/06/25 07:23:30 PM,-1.456,,,,,,,
4705,09/06/25 07:28:30 PM,-1.456,,,,,,,
4706,09/06/25 07:33:30 PM,-1.456,,,,,,,
4707,09/06/25 07:38:30 PM,-1.456,,,,,,,
4708,09/06/25 07:43:30 PM,-1.456,,,,,,,
4709,09/06/25 07:48:30 PM,-1.341,,,,,,,
4710,09/06/25 07:53:30 PM,-1.341,,,,,,,
4711,09/06/25 07:58:30 PM,-1.228,,,,,,,
4712,09/06/25 08:03:30 PM,-1.228,,,,,,,
4713,09/06/25 08:08:30 PM,-1.114,,,,,,,
4714,09/06/25 08:13:30 PM,-1.114,,,,,,,
4715,09/06/25 08:18:30 PM,-1.114,,,,,,,
4716,09/06/25 08:23:30 PM,-1.114,,,,,,,
4717,09/06/25 08:28:30 PM,-1.114,,,,,,,
4718,09/06/25 08:33:30 PM,-1.001,,,,,,,
4719,09/06/25 08:38:30 PM,-0.887,,,,,,,
4720,09/06/25 08:43:30 PM,-0.887,,,,,,,
4721,09/06/25 08:48:30 PM,-0.887,,,,,,,
4722,09/06/25 08:53:30 PM,-0.774,,,,,,,
4723,09/06/25 08:58:30 PM,-0.774,,,,,,,
4724,09/06/25 09:03:30 PM,-0.774,,,,,,,
4725,09/06/25 09:08:30 PM,-0.774,,,,,,,
4726,09/06/25 09:13:30 PM,-0.887,,,,,,,
4727,09/06/25 09:18:30 PM,-1.001,,,,,,,
4728,09/06/25 09:23:30 PM,-1.114,,,,,,,
4729,09/06/25 09:28:30 PM,-1.114,,,,,,,
4730,09/06/25 09:33:30 PM,-1.228,,,,,,,
4731,09/06/25 09:38:30 PM,-1.228,,,,,,,
4732,09/06/25 09:43:30 PM,-1.228,,,,,,,
4733,09/06/25 09:48:30 PM,-1.341,,,,,,,
4734,09/06/25 09:53:30 PM,-1.341,,,,,,,
4735,09/06/25 09:58:30 PM,-1.341,,,,,,,
4736,09/06/25 10:03:30 PM,-1.341,,,,,,,
4737,09/06/25 10:08:30 PM,-1.228,,,,,,,
4738,09/06/25 10:13:30 PM,-1.114,,,,,,,
4739,09/06/25 10:18:30 PM,-1.001,,,,,,,
4740,09/06/25 10:23:30 PM,-1.001,,,,,,,
4741,09/06/25 10:28:30 PM,-1.001,,,,,,,
4742,09/06/25 10:33:30 PM,-0.887,,,,,,,
4743,09/06/25 10:38:30 PM,-0.887,,,,,,,
4744,09/06/25 10:43:30 PM,-0.774,,,,,,,
4745,09/06/25 10:48:30 PM,-0.887,,,,,,,
4746,09/06/25 10:53:30 PM,-0.774,,,,,,,
4747,09/06/25 10:58:30 PM,-0.774,,,,,,,
4748,09/06/25 11:03:30 PM,-0.774,,,,,,,
4749,09/06/25 11:08:30 PM,-0.774,,,,,,,
4750,09/06/25 11:13:30 PM,-0.774,,,,,,,
4751,09/06/25 11:18:30 PM,-0.774,,,,,,,
4752,09/06/25 11:23:30 PM,-0.774,,,,,,,
4753,09/06/25 11:28:30 PM,-0.774,,,,,,,
4754,09/06/25 11:33:30 PM,-0.774,,,,,,,
4755,09/06/25 11:38:30 PM,-0.887,,,,,,,
4756,09/06/25 11:43:30 PM,-1.114,,,,,,,
4757,09/06/25 11:48:30 PM,-1.228,,,,,,,
4758,09/06/25 11:53:30 PM,-1.228,,,,,,,
4759,09/06/25 11:58:30 PM,-1.228,,,,,,,
4760,09/07/25 12:00:00 AM,,,0.0,,,,,
4761,09/07/25 12:03:30 AM,-1.341,,,,,,,
4762,09/07/25 12:08:30 AM,-1.456,,,,,,,
4763,09/07/25 12:13:30 AM,-1.456,,,,,,,
4764,09/07/25 12:18:30 AM,-1.341,,,,,,,
4765,09/07/25 12:23:30 AM,-1.341,,,,,,,
4766,09/07/25 12:28:30 AM,-1.228,,,,,,,
4767,09/07/25 12:33:30 AM,-1.228,,,,,,,
4768,09/07/25 12:38:30 AM,-1.228,,,,,,,
4769,09/07/25 12:43:30 AM,-1.228,,,,,,,
4770,09/07/25 12:48:30 AM,-1.228,,,,,,,
4771,09/07/25 12:53:30 AM,-1.228,,,,,,,
4772,09/07/25 12:58:30 AM,-1.114,,,,,,,
4773,09/07/25 01:03:30 AM,-1.114,,,,,,,
4774,09/07/25 01:08:30 AM,-1.114,,,,,,,
4775,09/07/25 01:13:30 AM,-1.001,,,,,,,
4776,09/07/25 01:18:30 AM,-1.001,,,,,,,
4777,09/07/25 01:23:30 AM,-1.001,,,,,,,
4778,09/07/25 01:28:30 AM,-1.001,,,,,,,
4779,09/07/25 01:33:30 AM,-1.001,,,,,,,
4780,09/07/25 01:38:30 AM,-1.001,,,,,,,
4781,09/07/25 01:43:30 AM,-1.001,,,,,,,
4782,09/07/25 01:48:30 AM,-1.114,,,,,,,
4783,09/07/25 01:53:30 AM,-1.114,,,,,,,
4784,09/07/25 01:58:30 AM,-1.341,,,,,,,
4785,09/07/25 02:03:30 AM,-1.456,,,,,,,
4786,09/07/25 02:08:30 AM,-1.570,,,,,,,
4787,09/07/25 02:13:30 AM,-1.684,,,,,,,
4788,09/07/25 02:18:30 AM,-1.684,,,,,,,
4789,09/07/25 02:23:30 AM,-1.799,,,,,,,
4790,09/07/25 02:28:30 AM,-1.799,,,,,,,
4791,09/07/25 02:33:30 AM,-1.914,,,,,,,
4792,09/07/25 02:38:30 AM,-1.914,,,,,,,
4793,09/07/25 02:43:30 AM,-2.030,,,,,,,
4794,09/07/25 02:48:30 AM,-2.030,,,,,,,
4795,09/07/25 02:53:30 AM,-2.030,,,,,,,
4796,09/07/25 02:58:30 AM,-1.914,,,,,,,
4797,09/07/25 03:03:30 AM,-1.799,,,,,,,
4798,09/07/25 03:08:30 AM,-1.456,,,,,,,
4799,09/07/25 03:13:30 AM,-1.341,,,,,,,
4800,09/07/25 03:18:30 AM,-1.228,,,,,,,
4801,09/07/25 03:23:30 AM,-1.001,,,,,,,
4802,09/07/25 03:28:30 AM,-0.887,,,,,,,
4803,09/07/25 03:33:30 AM,-0.887,,,,,,,
4804,09/07/25 03:38:30 AM,-1.114,,,,,,,
4805,09/07/25 03:43:30 AM,-1.570,,,,,,,
4806,09/07/25 03:48:30 AM,-1.914,,,,,,,
4807,09/07/25 03:53:30 AM,-2.727,,,,,,,
4808,09/07/25 03:58:30 AM,-3.316,,,,,,,
4809,09/07/25 04:03:30 AM,-3.316,,,,,,,
4810,09/07/25 04:08:30 AM,-3.079,,,,,,,
4811,09/07/25 04:13:30 AM,-2.962,,,,,,,
4812,09/07/25 04:18:30 AM,-2.962,,,,,,,
4813,09/07/25 04:23:30 AM,-2.962,,,,,,,
4814,09/07/25 04:28:30 AM,-2.844,,,,,,,
4815,09/07/25 04:33:30 AM,-2.610,,,,,,,
4816,09/07/25 04:38:30 AM,-2.494,,,,,,,
4817,09/07/25 04:43:30 AM,-2.494,,,,,,,
4818,09/07/25 04:48:30 AM,-2.494,,,,,,,
4819,09/07/25 04:53:30 AM,-2.377,,,,,,,
4820,09/07/25 04:58:30 AM,-2.377,,,,,,,
4821,09/07/25 05:03:30 AM,-2.261,,,,,,,
4822,09/07/25 05:08:30 AM,-2.145,,,,,,,
4823,09/07/25 05:13:30 AM,-2.145,,,,,,,
4824,09/07/25 05:18:30 AM,-2.145,,,,,,,
4825,09/07/25 05:23:30 AM,-2.145,,,,,,,
4826,09/07/25 05:28:30 AM,-2.145,,,,,,,
4827,09/07/25 05:33:30 AM,-2.030,,,,,,,
4828,09/07/25 05:38:30 AM,-1.914,,,,,,,
4829,09/07/25 05:43:30 AM,-1.799,,,,,,,
4830,09/07/25 05:48:30 AM,-1.684,,,,,,,
4831,09/07/25 05:53:30 AM,-1.570,,,,,,,
4832,09/07/25 05:58:30 AM,-1.570,,,,,,,
4833,09/07/25 06:03:30 AM,-1.570,,,,,,,
4834,09/07/25 06:08:30 AM,-1.456,,,,,,,
4835,09/07/25 06:13:30 AM,-1.456,,,,,,,
4836,09/07/25 06:18:30 AM,-1.456,,,,,,,
4837,09/07/25 06:23:30 AM,-1.341,,,,,,,
4838,09/07/25 06:28:30 AM,-1.228,,,,,,,
4839,09/07/25 06:33:30 AM,-1.228,,,,,,,
4840,09/07/25 06:38:30 AM,-1.228,,,,,,,
4841,09/07/25 06:43:30 AM,-1.228,,,,,,,
4842,09/07/25 06:48:30 AM,-1.001,,,,,,,
4843,09/07/25 06:53:30 AM,-0.774,,,,,,,
4844,09/07/25 06:58:30 AM,-0.549,,,,,,,
4845,09/07/25 07:03:30 AM,-0.437,,,,,,,
4846,09/07/25 07:08:30 AM,-0.325,,,,,,,
4847,09/07/25 07:13:30 AM,-0.213,,,,,,,
4848,09/07/25 07:18:30 AM,-0.102,,,,,,,
4849,09/07/25 07:23:30 AM,0.010,,,,,,,
4850,09/07/25 07:28:30 AM,0.010,,,,,,,
4851,09/07/25 07:33:30 AM,0.010,,,,,,,
4852,09/07/25 07:38:30 AM,0.121,,,,,,,
4853,09/07/25 07:43:30 AM,0.232,,,,,,,
4854,09/07/25 07:48:30 AM,0.453,,,,,,,
4855,09/07/25 07:53:30 AM,0.784,,,,,,,
4856,09/07/25 07:58:30 AM,1.221,,,,,,,
4857,09/07/25 08:03:30 AM,1.656,,,,,,,
4858,09/07/25 08:08:30 AM,2.195,,,,,,,
4859,09/07/25 08:13:30 AM,2.730,,,,,,,
4860,09/07/25 08:18:30 AM,3.155,,,,,,,
4861,09/07/25 08:23:30 AM,3.578,,,,,,,
4862,09/07/25 08:28:30 AM,4.102,,,,,,,
4863,09/07/25 08:33:30 AM,4.519,,,,,,,
4864,09/07/25 08:38:30 AM,4.934,,,,,,,
4865,09/07/25 08:43:30 AM,5.244,,,,,,,
4866,09/07/25 08:48:30 AM,5.450,,,,,,,
4867,09/07/25 08:53:30 AM,5.860,,,,,,,
4868,09/07/25 08:58:30 AM,5.757,,,,,,,
4869,09/07/25 09:03:30 AM,5.757,,,,,,,
4870,09/07/25 09:08:30 AM,6.064,,,,,,,
4871,09/07/25 09:13:30 AM,6.268,,,,,,,
4872,09/07/25 09:18:30 AM,6.166,,,,,,,
4873,09/07/25 09:23:30 AM,6.674,,,,,,,
4874,09/07/25 09:28:30 AM,6.978,,,,,,,
4875,09/07/25 09:33:30 AM,7.079,,,,,,,
4876,09/07/25 09:38:30 AM,7.381,,,,,,,
4877,09/07/25 09:43:30 AM,7.682,,,,,,,
4878,09/07/25 09:48:30 AM,8.082,,,,,,,
4879,09/07/25 09:53:30 AM,8.382,,,,,,,
4880,09/07/25 09:58:30 AM,8.680,,,,,,,
4881,09/07/25 10:03:30 AM,8.779,,,,,,,
4882,09/07/25 10:08:30 AM,9.176,,,,,,,
4883,09/07/25 10:13:30 AM,9.472,,,,,,,
4884,09/07/25 10:18:30 AM,9.571,,,,,,,
4885,09/07/25 10:23:30 AM,9.472,,,,,,,
4886,09/07/25 10:28:30 AM,9.275,,,,,,,
4887,09/07/25 10:33:30 AM,9.472,,,,,,,
4888,09/07/25 10:38:30 AM,9.472,,,,,,,
4889,09/07/25 10:43:30 AM,9.275,,,,,,,
4890,09/07/25 10:48:30 AM,8.978,,,,,,,
4891,09/07/25 10:53:30 AM,8.779,,,,,,,
4892,09/07/25 10:58:30 AM,8.581,,,,,,,
4893,09/07/25 11:03:30 AM,8.481,,,,,,,
4894,09/07/25 11:08:30 AM,8.282,,,,,,,
4895,09/07/25 11:13:30 AM,8.282,,,,,,,
4896,09/07/25 11:18:30 AM,8.182,,,,,,,
4897,09/07/25 11:23:30 AM,7.983,,,,,,,
4898,09/07/25 11:28:30 AM,7.782,,,,,,,
4899,09/07/25 11:33:30 AM,7.481,,,,,,,
4900,09/07/25 11:38:30 AM,7.280,,,,,,,
4901,09/07/25 11:43:30 AM,6.877,,,,,,,
4902,09/07/25 11:48:30 AM,6.674,,,,,,,
4903,09/07/25 11:53:30 AM,6.877,,,,,,,
4904,09/07/25 11:58:30 AM,7.079,,,,,,,
4905,09/07/25 12:03:30 PM,6.877,,,,,,,
4906,09/07/25 12:08:30 PM,6.370,,,,,,,
4907,09/07/25 12:13:30 PM,6.166,,,,,,,
4908,09/07/25 12:18:30 PM,6.064,,,,,,,
4909,09/07/25 12:23:30 PM,6.268,,,,,,,
4910,09/07/25 12:28:30 PM,6.268,,,,,,,
4911,09/07/25 12:33:30 PM,5.962,,,,,,,
4912,09/07/25 12:38:30 PM,5.962,,,,,,,
4913,09/07/25 12:43:30 PM,5.552,,,,,,,
4914,09/07/25 12:48:30 PM,5.655,,,,,,,
4915,09/07/25 12:53:30 PM,5.347,,,,,,,
4916,09/07/25 12:58:30 PM,5.141,,,,,,,
4917,09/07/25 01:03:30 PM,5.141,,,,,,,
4918,09/07/25 01:08:30 PM,5.244,,,,,,,
4919,09/07/25 01:13:30 PM,5.037,,,,,,,
4920,09/07/25 01:18:30 PM,4.831,,,,,,,
4921,09/07/25 01:23:30 PM,4.415,,,,,,,
4922,09/07/25 01:28:30 PM,4.102,,,,,,,
4923,09/07/25 01:33:30 PM,3.998,,,,,,,
4924,09/07/25 01:38:30 PM,3.893,,,,,,,
4925,09/07/25 01:43:30 PM,3.788,,,,,,,
4926,09/07/25 01:48:30 PM,3.788,,,,,,,
4927,09/07/25 01:53:30 PM,3.788,,,,,,,
4928,09/07/25 01:58:30 PM,3.998,,,,,,,
4929,09/07/25 02:03:30 PM,4.415,,,,,,,
4930,09/07/25 02:08:30 PM,4.519,,,,,,,
4931,09/07/25 02:13:30 PM,4.623,,,,,,,
4932,09/07/25 02:18:30 PM,4.519,,,,,,,
4933,09/07/25 02:23:30 PM,4.415,,,,,,,
4934,09/07/25 02:28:30 PM,3.788,,,,,,,
4935,09/07/25 02:33:30 PM,3.683,,,,,,,
4936,09/07/25 02:38:30 PM,4.519,,,,,,,
4937,09/07/25 02:43:30 PM,4.623,,,,,,,
4938,09/07/25 02:48:30 PM,5.244,,,,,,,
4939,09/07/25 02:53:30 PM,5.552,,,,,,,
4940,09/07/25 02:58:30 PM,5.655,,,,,,,
4941,09/07/25 03:03:30 PM,5.244,,,,,,,
4942,09/07/25 03:08:30 PM,5.450,,,,,,,
4943,09/07/25 03:13:30 PM,5.450,,,,,,,
4944,09/07/25 03:18:30 PM,5.552,,,,,,,
4945,09/07/25 03:23:30 PM,6.064,,,,,,,
4946,09/07/25 03:28:30 PM,4.831,,,,,,,
